	z_coordinate_0	z_coordinate_1
745	-5.257178	-0.9204885
746	-3.2266946	-1.308172
747	-0.1698236	3.9856656
748	-1.5937699	2.9235556
749	-4.9557242	1.1443864
750	-1.6150473	2.375482
751	0.47352642	6.2238765
752	0.5264032	6.668062
753	-3.2601929	4.999707
754	-3.378756	-0.8391316
755	-1.1872278	-0.11652675
756	-5.841982	1.4438462
757	-5.548649	2.0540051
758	-3.6205168	2.6106298
759	-8.022216	-2.9877293
760	-3.6713815	1.894094
761	-6.3239036	-0.8246443
762	-0.3854859	6.5394044
763	-3.5952501	1.2475013
764	-8.140758	-3.3812702
765	-4.1147923	4.419195
766	-1.8140907	1.4279997
767	2.131065	7.3731804
768	-6.319135	4.9405293
769	0.6794063	3.5264404
770	0.01471813	1.8469461
771	1.0814627	2.9891064
772	-1.9916792	-0.25233397
773	1.5739702	5.1156383
774	-3.5276794	0.09015337
775	-3.1758864	-1.7121413
776	-6.7296443	0.8194937
777	0.46760595	6.5264845
778	-7.7887387	2.9365714
779	-1.0628129	4.1809673
780	-4.686111	-1.4816604
781	-3.8743744	1.9383827
782	3.0850956	3.9858499
783	2.923458	3.8732939
784	-1.3378476	5.133679
785	0.8845514	2.419009
786	1.125112	2.2679243
787	0.918509	1.7888219
788	-0.7504674	4.249213
789	-4.4431677	-1.3486221
790	-6.307029	-0.13180605
791	-3.0332847	-0.17397764
792	-0.14700359	4.793188
793	-8.016588	2.509166
794	-1.6968218	0.26368552
795	0.9481001	3.6707983
796	-2.8685088	2.4250405
797	-3.483234	-0.2037569
798	2.6899204	4.8400087
799	0.9121293	3.1926618
800	1.6750177	8.819995
801	1.0260999	1.9532691
802	-3.3800197	3.9144733
803	-3.5477724	1.8100984
804	-1.7765104	1.8645248
805	0.6078625	3.8372395
806	-1.2971188	5.905787
807	1.8739821	5.69578
808	-4.864477	5.7364635
809	-1.6712449	2.7106085
810	-0.9008167	3.2261434
811	-6.161654	2.9454043
812	-0.12052719	4.2679367
813	-2.66334	2.8055053
814	-1.9238623	3.1311204
815	-8.347241	-1.3934919
816	-7.337402	-1.5132301
817	3.755749	5.4773912
818	-8.46628	2.937526
819	-2.5324984	-0.9845159
820	-2.918249	2.00835
821	-0.69912344	2.8176587
822	2.7969117	6.7267203
823	-0.37219462	1.1986867
824	1.7249348	4.5283823
825	0.050662115	1.9363294
826	-3.0471666	7.93486
827	2.6427155	6.1892667
828	1.4527088	2.6443207
829	1.6514292	3.5671995
830	1.4264221	4.120118
831	-1.0534605	-0.015355021
832	-7.8198895	1.6917536
833	-1.1938798	1.371751
834	-2.0785084	3.2504942
835	-4.791795	1.6893367
836	-4.3408055	-0.035645813
837	-1.846861	-1.2430974
838	-3.8213959	-1.8770456
839	-3.1373467	5.7949924
840	-0.15178527	4.0061936
841	0.08654411	2.9570868
842	-2.134153	3.4341588
843	-9.126904	-1.1935651
844	-4.671362	3.4967754
845	-1.2902359	2.4560058
846	-0.8462428	5.354222
847	-3.1053567	1.3865334
848	-3.851663	-1.7605901
849	-1.0491493	2.7186205
850	-2.9201727	-0.9416779
851	0.43190426	3.7250767
852	0.41691017	7.297242
853	1.8012053	6.403244
854	-1.8240135	3.6614466
855	-0.6879239	6.8675528
856	-0.21702935	5.3301907
857	-0.79991794	2.4810064
858	1.788397	2.66171
859	-7.320604	0.037144274
860	0.66800636	7.02496
861	-7.0098705	2.83172
862	2.8516572	2.8936708
863	3.4677513	5.817793
864	1.2809147	3.3238866
865	-9.2551	-2.0880926
866	-4.9721904	3.0818083
867	0.23087461	5.505356
868	-3.0010736	0.54565537
869	-7.284038	-1.9902465
870	-2.2119694	-1.1960351
871	2.374705	4.683873
872	1.1596035	2.3746288
873	-2.229047	5.1963015
874	-2.6974158	0.79275644
875	0.123546645	4.2218456
876	-0.17810754	4.1337748
877	-0.81377006	4.0067177
878	-5.081936	0.5204998
879	-0.7657083	6.0378456
880	-3.4810743	1.6907737
881	-0.4352174	1.6368003
882	3.659246	3.3638594
883	2.4075959	3.0797293
884	-4.086249	6.0858674
885	-2.368101	0.076857954
886	1.2454182	4.396565
887	-6.9858127	-0.56957686
888	-1.3257283	0.73840785
889	1.725207	4.3937807
890	0.455971	2.5052845
891	-4.910958	3.8931394
892	-3.0108852	0.5471546
893	-4.435676	-0.0034694672
894	-5.747836	-2.1222496
895	-1.8022472	3.6964328
896	-7.960653	0.603936
897	-0.82028866	5.274845
898	1.5633386	1.892374
899	-4.9155054	3.1197376
900	-1.8379754	3.1367028
901	-2.1344	4.3529997
902	-7.964943	-0.21944866
903	-3.108954	4.7921305
904	-2.510422	0.743878
905	-0.64635736	6.102614
906	-2.244707	5.5362725
907	-1.0675927	-0.09757766
908	0.868435	1.6603918
909	0.8715068	1.7892183
910	-7.7968364	0.28640398
911	-2.2940457	4.1972284
912	-4.9262815	-0.9447541
913	0.7710967	2.4734304
914	-1.4267049	4.9594607
915	0.1390058	1.1698107
916	-8.499441	-1.7258863
917	-0.88191766	1.4958497
918	3.1681674	6.642872
919	-0.15694867	1.168424
920	-2.5834389	7.217174
921	0.057951912	0.9046335
922	2.9465969	4.2507544
923	-0.88044393	1.1387211
924	-2.0951211	1.6576419
925	-0.07951684	1.7310241
926	0.5995809	2.0853648
927	-2.935617	5.5011387
928	-2.1042953	0.9753853
929	-5.9741454	0.32223976
930	0.34959078	5.253785
931	-0.8069776	1.3794277
932	-3.474022	-1.3719563
933	2.1466815	5.2800865
934	-0.5764226	1.0605658
935	-3.9070847	2.153989
936	-2.6410441	6.0937686
937	-7.1286926	2.5944748
938	-2.4099886	2.4499886
939	0.24035536	5.178618
940	0.7252279	7.145678
941	1.9805485	4.468565
942	-7.991493	0.71835446
943	-3.093178	0.5117422
944	-1.7308432	6.2728996
945	-8.563978	0.64467573
946	-0.64305776	1.8939713
947	-1.0956719	6.811343
948	-5.477924	-2.0668743
949	0.042388603	6.3624196
950	3.0241354	3.3913577
951	-6.739614	-2.5940685
952	-0.27636403	0.85276043
953	-3.0787106	-0.3694847
954	-6.3302956	-3.2160397
955	0.6222589	0.9903004
956	-4.5570602	-2.0497386
957	2.3663635	7.089403
958	1.2006105	2.8686876
959	-3.4809203	2.3744729
960	1.9130226	1.5749335
961	-4.615907	1.2401601
962	-4.328544	3.9213965
